epoch,accuracy,loss,mean_io_u,val_accuracy,val_loss,val_mean_io_u
0,0.6442425,0.7031979218125344,0.24997588,0.74745077,0.6855956977605819,0.25
1,0.8162404,0.6509776413440704,0.2487178,0.8855836,0.6373688551783562,0.25
