model_id,model_type,model_area
1000050,msi,ist
1000050,msi,mont
1000050,msi,ist_mont
1000051,msi,ist
1000051,msi,mont
1000051,msi,ist_mont
1000052,traj,ist
1000052,traj,mont
1000052,traj,ist_mont
1000053,traj,ist
1000053,traj,mont
1000053,traj,ist_mont
1000054,traj,ist
1000054,traj,mont
1000054,traj,ist_mont
1000055,traj,ist
1000055,traj,mont
1000055,traj,ist_mont
1000056,traj,ist
1000056,traj,mont
1000056,traj,ist_mont
1000057,traj,ist
1000057,traj,mont
1000057,traj,ist_mont
