model_id,model_type,model_area
977668,msi,ist
977668,msi,ist_mont
977668,msi,mont
977669,msi,ist
977669,msi,ist_mont
977669,msi,mont
977670,traj,ist
977670,traj,ist_mont
977670,traj,mont
977671,traj,ist
977671,traj,ist_mont
977671,traj,mont
